Order_ID,Product_Sub_Category,Quantity,Price,Discount,Revenue
ORD_00100635,Home Decor,3,690.9,0.27,1513.071
ORD_00102797,Personal Care,1,76.9,0.11,68.441
ORD_00100216,Tablets,2,247.19,0.0,494.38
ORD_00100158,Hair Care,2,34.26,0.0,68.52
ORD_00102105,Smartphones,1,1191.9,0.17,989.277
ORD_00100034,Winter Sports,1,493.77,0.0,493.77
ORD_00101350,Personal Care,2,146.64,0.0,293.28
ORD_00104003,Fragrances,3,46.03,0.19,111.8529
ORD_00102295,Comics,2,18.75,0.0,37.5
ORD_00103507,Laptops,2,1738.01,0.0,3476.02
ORD_00101821,Accessories,2,147.9,0.0,295.8
ORD_00104321,Beauty Tools,1,47.1,0.0,47.1
ORD_00104217,Mens Shirts,7,85.32,0.0,597.24
ORD_00100194,Fragrances,3,122.96,0.0,368.88
ORD_00104866,Gardening Tools,2,630.69,0.0,1261.38
ORD_00101229,Accessories,2,129.51,0.0,259.02
ORD_00104313,Children Books,1,52.84,0.18,43.3288
ORD_00100409,Educational,1,25.43,0.16,21.3612
ORD_00102908,Children Books,1,38.2,0.0,38.2
ORD_00102364,Bedding,3,150.9,0.0,452.7
ORD_00104133,Non-Fiction,3,26.98,0.0,80.94
ORD_00101595,Fitness Equipment,1,459.05,0.29,325.9255
ORD_00104065,Fitness Equipment,3,314.07,0.0,942.21
ORD_00104070,Winter Sports,1,359.18,0.0,359.18
ORD_00103194,Magazines,1,37.38,0.0,37.38
ORD_00101074,Team Sports,2,418.42,0.0,836.84
ORD_00102844,Winter Sports,1,331.82,0.0,331.82
ORD_00100500,Storage,1,442.68,0.0,442.68
ORD_00102214,Sportswear,1,242.29,0.09,220.4839
ORD_00101053,Magazines,4,55.12,0.16,185.2032
ORD_00102775,Smartphones,1,800.86,0.0,800.86
ORD_00102796,Children Books,1,58.57,0.0,58.57
ORD_00101891,Water Sports,1,417.61,0.0,417.61
ORD_00102652,Educational,2,35.85,0.26,53.058
ORD_00103354,Smartphones,3,1811.38,0.0,5434.14
ORD_00103677,Shoes,1,231.73,0.08,213.1916
ORD_00100496,Fiction,1,38.69,0.0,38.69
ORD_00100000,Hair Care,1,143.1,0.0,143.1
ORD_00104979,Gaming Consoles,3,506.35,0.0,1519.05
ORD_00101394,Storage,6,795.96,0.28,3438.5472
ORD_00100157,Laptops,4,1407.15,0.46,3039.444
ORD_00103393,Gardening Tools,6,647.97,0.0,3887.82
ORD_00103067,Makeup,1,24.33,0.33,16.3011
ORD_00103324,Shoes,3,259.81,0.36,498.8352
ORD_00100240,Cycling,2,355.48,0.09,646.9736
ORD_00103072,Smart Watches,3,377.83,0.0,1133.49
ORD_00102150,Smart Watches,1,1882.16,0.0,1882.16
ORD_00104602,Fragrances,6,20.65,0.0,123.9
ORD_00103108,Smart Watches,1,764.77,0.0,764.77
ORD_00104335,Comics,6,15.07,0.0,90.42
ORD_00104241,Smart Watches,5,1867.66,0.0,9338.3
ORD_00103683,Cycling,2,300.09,0.0,600.18
ORD_00100485,Fragrances,3,141.16,0.3,296.436
ORD_00104684,Children Books,3,38.23,0.0,114.69
ORD_00102310,Accessories,4,232.93,0.0,931.72
ORD_00102051,Fiction,2,17.08,0.14,29.3776
ORD_00101884,Jeans,1,48.23,0.0,48.23
ORD_00102813,Sportswear,2,112.58,0.11,200.3924
ORD_00104599,Hair Care,3,89.88,0.13,234.5868
ORD_00102182,Fitness Equipment,1,341.6,0.38,211.792
ORD_00103889,Home Decor,5,424.21,0.0,2121.05
ORD_00102202,Home Decor,8,553.77,0.0,4430.16
ORD_00100127,Educational,1,36.95,0.0,36.95
ORD_00104643,Shoes,2,248.78,0.41,293.5604
ORD_00102267,Cycling,2,304.3,0.0,608.6
ORD_00100909,Gaming Consoles,2,794.78,0.0,1589.56
ORD_00100569,Gardening Tools,2,482.08,0.0,964.16
ORD_00103063,Smartphones,2,635.13,0.17,1054.3158
ORD_00103348,Mens Shirts,3,116.33,0.0,348.99
ORD_00104324,Children Books,3,19.11,0.0,57.33
ORD_00101592,Kitchen Appliances,2,437.73,0.0,875.46
ORD_00101301,Gaming Consoles,3,669.29,0.0,2007.87
ORD_00101003,Team Sports,2,393.94,0.0,787.88
ORD_00100002,Laptops,1,354.19,0.0,354.19
ORD_00104501,Gaming Consoles,3,900.29,0.17,2241.7221
ORD_00103160,Shoes,2,160.21,0.05,304.399
ORD_00103934,Womens Dresses,1,17.41,0.0,17.41
ORD_00104576,Beauty Tools,1,79.45,0.0,79.45
ORD_00104394,Water Sports,1,342.39,0.36,219.1296
ORD_00102368,Accessories,2,114.42,0.0,228.84
ORD_00103147,Fragrances,4,133.38,0.0,533.52
ORD_00103064,Tablets,1,605.12,0.0,605.12
ORD_00102265,Fragrances,1,37.81,0.41,22.3079
ORD_00100418,Fragrances,5,60.74,0.0,303.7
ORD_00104346,Cycling,1,30.73,0.19,24.8913
ORD_00100951,Mens Shirts,3,25.06,0.0,75.18
ORD_00102780,Educational,1,59.88,0.0,59.88
ORD_00103462,Comics,2,10.06,0.49,10.2612
ORD_00102152,Beauty Tools,4,21.23,0.0,84.92
ORD_00101942,Smartphones,5,1871.89,0.0,9359.45
ORD_00104438,Gardening Tools,1,279.75,0.15,237.7875
ORD_00100627,Accessories,3,137.64,0.0,412.92
ORD_00103771,Womens Dresses,2,296.93,0.0,593.86
ORD_00101731,Laptops,2,1218.64,0.0,2437.28
ORD_00101972,Team Sports,1,32.88,0.0,32.88
ORD_00101539,Educational,1,57.13,0.15,48.5605
ORD_00104388,Storage,7,199.9,0.27,1021.489
ORD_00102292,Storage,3,773.2,0.0,2319.6
ORD_00100605,Winter Sports,2,239.41,0.0,478.82
ORD_00104507,Bedding,1,77.91,0.0,77.91
ORD_00100651,Winter Sports,1,282.12,0.45,155.166
ORD_00102315,Gardening Tools,1,263.41,0.0,263.41
ORD_00100966,Bedding,2,490.72,0.0,981.44
ORD_00102785,Home Decor,7,70.92,0.0,496.44
ORD_00103681,Mens Shirts,2,257.14,0.0,514.28
ORD_00100067,Bedding,6,272.1,0.0,1632.6
ORD_00102121,Sportswear,3,144.44,0.0,433.32
ORD_00103243,Kitchen Appliances,6,319.22,0.0,1915.32
ORD_00101783,Comics,2,42.7,0.06,80.276
ORD_00102864,Educational,1,56.03,0.0,56.03
ORD_00102137,Gardening Tools,2,473.75,0.0,947.5
ORD_00104971,Storage,1,535.84,0.0,535.84
ORD_00101927,Sportswear,3,36.89,0.36,70.8288
ORD_00100283,Hair Care,1,71.25,0.14,61.275
ORD_00102521,Magazines,1,42.67,0.11,37.9763
ORD_00103237,Tablets,3,1853.08,0.0,5559.24
ORD_00101620,Tablets,2,886.44,0.0,1772.88
ORD_00104943,Beauty Tools,5,122.54,0.0,612.7
ORD_00101156,Fragrances,2,108.32,0.0,216.64
ORD_00100209,Gardening Tools,3,606.85,0.0,1820.55
ORD_00100617,Smartphones,3,768.63,0.0,2305.89
ORD_00100078,Smart Watches,3,1535.16,0.0,4605.48
ORD_00104742,Accessories,5,192.77,0.0,963.85
ORD_00103337,Mens Shirts,1,259.74,0.16,218.1816
ORD_00101913,Outdoor Gear,2,254.01,0.29,360.6942
ORD_00101803,Kitchen Appliances,4,242.85,0.36,621.696
ORD_00100295,Gardening Tools,1,519.88,0.0,519.88
ORD_00100840,Winter Sports,1,488.41,0.06,459.1054
ORD_00104489,Accessories,2,109.85,0.33,147.199
ORD_00102450,Accessories,1,152.9,0.0,152.9
ORD_00102804,Womens Dresses,2,145.9,0.0,291.8
ORD_00104955,Gaming Consoles,1,1820.97,0.15,1547.8245
ORD_00104513,Sportswear,2,47.64,0.0,95.28
ORD_00102520,Storage,3,481.54,0.18,1184.5884
ORD_00101163,Magazines,4,8.08,0.0,32.32
ORD_00103105,Fiction,2,14.41,0.19,23.3442
ORD_00100559,Headphones,1,302.55,0.0,302.55
ORD_00104057,Outdoor Gear,2,158.22,0.0,316.44
ORD_00101896,Beauty Tools,2,113.44,0.0,226.88
ORD_00103892,Children Books,6,33.44,0.0,200.64
ORD_00100774,Jeans,1,195.45,0.0,195.45
ORD_00102374,Gardening Tools,1,645.87,0.13,561.9069
ORD_00100722,Home Decor,4,158.18,0.1,569.448
ORD_00100781,Hair Care,3,48.47,0.0,145.41
ORD_00102923,Jeans,1,224.77,0.0,224.77
ORD_00102990,Gardening Tools,2,33.24,0.0,66.48
ORD_00100361,Smartphones,1,1495.19,0.0,1495.19
ORD_00101407,Team Sports,2,391.52,0.42,454.1632
ORD_00102538,Accessories,2,82.43,0.0,164.86
ORD_00102839,Tablets,3,392.99,0.0,1178.97
ORD_00104910,Hair Care,2,115.18,0.1,207.324
ORD_00104289,Jeans,1,32.54,0.0,32.54
ORD_00102177,Beauty Tools,2,94.71,0.0,189.42
ORD_00100068,Home Decor,2,568.35,0.17,943.461
ORD_00100120,Bedding,6,764.06,0.0,4584.36
ORD_00100342,Smartphones,5,1135.69,0.0,5678.45
ORD_00101578,Comics,6,11.33,0.0,67.98
ORD_00101278,Mens Shirts,2,100.38,0.0,200.76
ORD_00103839,Non-Fiction,1,10.78,0.0,10.78
ORD_00100936,Cycling,2,424.33,0.0,848.66
ORD_00104365,Home Decor,1,599.8,0.0,599.8
ORD_00102070,Kitchen Appliances,1,124.97,0.0,124.97
ORD_00102877,Headphones,5,796.53,0.0,3982.65
ORD_00104345,Fiction,2,42.23,0.0,84.46
ORD_00101397,Personal Care,2,93.1,0.33,124.754
ORD_00103386,Team Sports,2,103.25,0.0,206.5
ORD_00104458,Shoes,2,251.32,0.0,502.64
ORD_00104994,Gaming Consoles,1,1640.85,0.0,1640.85
ORD_00101818,Womens Dresses,5,26.42,0.0,132.1
ORD_00103832,Bedding,1,236.39,0.0,236.39
ORD_00103758,Educational,1,20.44,0.0,20.44
ORD_00100994,Kitchen Appliances,2,589.02,0.0,1178.04
ORD_00101854,Outdoor Gear,1,482.6,0.0,482.6
ORD_00103565,Fiction,1,31.97,0.16,26.8548
ORD_00103336,Fitness Equipment,1,55.05,0.17,45.6915
ORD_00101548,Laptops,7,248.69,0.0,1740.83
ORD_00101887,Water Sports,3,467.49,0.0,1402.47
ORD_00103036,Magazines,1,31.95,0.0,31.95
ORD_00103059,Children Books,1,42.95,0.08,39.514
ORD_00104564,Sportswear,3,285.92,0.25,643.32
ORD_00103575,Gardening Tools,3,101.09,0.0,303.27
ORD_00102111,Gaming Consoles,5,1629.35,0.0,8146.75
ORD_00100410,Educational,4,8.24,0.13,28.6752
ORD_00101828,Outdoor Gear,1,267.53,0.0,267.53
ORD_00101822,Fitness Equipment,3,98.38,0.15,250.869
ORD_00104676,Cycling,4,120.79,0.0,483.16
ORD_00102463,Womens Dresses,2,79.69,0.0,159.38
ORD_00104607,Sportswear,1,108.88,0.0,108.88
ORD_00104419,Fragrances,5,16.88,0.05,80.18
ORD_00103779,Womens Dresses,2,246.02,0.14,423.1544
ORD_00100892,Fiction,3,54.55,0.0,163.65
ORD_00101531,Gardening Tools,2,506.45,0.0,1012.9
ORD_00102494,Team Sports,3,390.63,0.0,1171.89
ORD_00101629,Non-Fiction,1,54.58,0.34,36.0228
ORD_00102586,Fitness Equipment,1,41.35,0.0,41.35
ORD_00103670,Headphones,6,822.74,0.0,4936.44
ORD_00103449,Comics,1,29.93,0.0,29.93
ORD_00101481,Home Decor,1,783.25,0.0,783.25
ORD_00101265,Home Decor,3,666.21,0.0,1998.63
ORD_00103568,Headphones,4,1271.21,0.0,5084.84
ORD_00102324,Educational,4,16.78,0.0,67.12
ORD_00103364,Children Books,7,49.98,0.0,349.86
ORD_00101040,Womens Dresses,1,33.58,0.0,33.58
ORD_00102938,Tablets,4,1355.07,0.0,5420.28
ORD_00104966,Storage,1,22.43,0.0,22.43
ORD_00100674,Accessories,8,26.43,0.08,194.5248
ORD_00103941,Smart Watches,2,1781.24,0.0,3562.48
ORD_00100354,Gardening Tools,1,551.57,0.0,551.57
ORD_00100110,Gardening Tools,3,463.28,0.0,1389.84
ORD_00102040,Kitchen Appliances,3,202.0,0.0,606.0
ORD_00101945,Water Sports,3,277.36,0.0,832.08
ORD_00103369,Water Sports,1,470.76,0.13,409.5612
ORD_00102630,Womens Dresses,1,250.54,0.0,250.54
ORD_00100432,Gardening Tools,2,456.52,0.0,913.04
ORD_00102155,Water Sports,1,471.92,0.0,471.92
ORD_00104672,Smartphones,1,1996.92,0.13,1737.3204
ORD_00102714,Bedding,3,578.47,0.0,1735.41
ORD_00101133,Shoes,2,215.25,0.0,430.5
ORD_00102991,Mens Shirts,7,27.71,0.0,193.97
ORD_00104466,Storage,1,540.73,0.0,540.73
ORD_00103947,Winter Sports,2,428.16,0.0,856.32
ORD_00100541,Magazines,2,53.71,0.0,107.42
ORD_00104342,Headphones,1,1191.7,0.0,1191.7
ORD_00102725,Beauty Tools,1,43.43,0.0,43.43
ORD_00103127,Comics,2,36.59,0.0,73.18
ORD_00104656,Smart Watches,3,767.3,0.0,2301.9
ORD_00100995,Magazines,3,16.26,0.27,35.6094
ORD_00103611,Skincare,1,52.32,0.28,37.6704
ORD_00103055,Outdoor Gear,7,203.72,0.0,1426.04
ORD_00103447,Accessories,2,270.43,0.0,540.86
ORD_00101105,Gaming Consoles,3,1619.57,0.0,4858.71
ORD_00104681,Womens Dresses,2,70.29,0.0,140.58
ORD_00102039,Educational,3,19.77,0.0,59.31
ORD_00101724,Hair Care,2,17.47,0.0,34.94
ORD_00100768,Gaming Consoles,1,1378.18,0.0,1378.18
ORD_00100742,Shoes,1,119.44,0.0,119.44
ORD_00100139,Team Sports,3,403.0,0.0,1209.0
ORD_00101221,Tablets,3,1675.62,0.0,5026.86
ORD_00101919,Headphones,6,1383.54,0.0,8301.24
ORD_00104393,Outdoor Gear,2,372.81,0.0,745.62
ORD_00103927,Furniture,2,348.47,0.0,696.94
ORD_00102981,Storage,2,622.03,0.28,895.7232
ORD_00104090,Gardening Tools,1,139.3,0.0,139.3
ORD_00100250,Laptops,3,1095.39,0.0,3286.17
ORD_00104024,Mens Shirts,4,54.52,0.0,218.08
ORD_00103630,Gardening Tools,1,168.52,0.0,168.52
ORD_00104586,Gaming Consoles,1,198.39,0.16,166.6476
ORD_00100928,Gardening Tools,3,379.22,0.0,1137.66
ORD_00103919,Gaming Consoles,1,1744.74,0.0,1744.74
ORD_00101248,Hair Care,2,131.18,0.0,262.36
ORD_00104232,Laptops,10,542.69,0.0,5426.9
ORD_00101061,Team Sports,7,223.44,0.0,1564.08
ORD_00104255,Team Sports,1,334.55,0.0,334.55
ORD_00104499,Educational,1,56.46,0.0,56.46
ORD_00100049,Smart Watches,1,260.39,0.0,260.39
ORD_00102112,Shoes,2,223.11,0.0,446.22
ORD_00103419,Fragrances,1,145.52,0.31,100.4088
ORD_00100048,Cycling,2,228.08,0.0,456.16
ORD_00104079,Outdoor Gear,2,397.06,0.0,794.12
ORD_00102616,Comics,3,29.36,0.0,88.08
ORD_00100669,Mens Shirts,1,23.74,0.0,23.74
ORD_00103838,Educational,3,58.16,0.44,97.7088
ORD_00104532,Storage,2,382.18,0.0,764.36
ORD_00100620,Laptops,4,1564.36,0.0,6257.44
ORD_00103614,Furniture,6,350.22,0.0,2101.32
ORD_00101718,Kitchen Appliances,1,485.54,0.08,446.6968
ORD_00104776,Hair Care,3,99.25,0.45,163.7625
ORD_00100528,Storage,3,333.51,0.0,1000.53
ORD_00104050,Smart Watches,4,1977.11,0.0,7908.44
ORD_00101867,Home Decor,1,387.35,0.18,317.627
ORD_00102676,Water Sports,1,280.65,0.0,280.65
ORD_00101999,Mens Shirts,2,60.99,0.0,121.98
ORD_00102203,Team Sports,6,92.71,0.0,556.26
ORD_00102056,Gaming Consoles,1,225.26,0.0,225.26
ORD_00103012,Gaming Consoles,1,562.26,0.0,562.26
ORD_00102465,Outdoor Gear,2,187.51,0.15,318.767
ORD_00101540,Fiction,3,53.92,0.0,161.76
ORD_00100270,Fiction,6,39.52,0.18,194.4384
ORD_00102081,Team Sports,2,205.49,0.0,410.98
ORD_00103852,Tablets,1,110.56,0.44,61.9136
ORD_00100405,Winter Sports,8,423.48,0.0,3387.84
ORD_00101174,Shoes,2,17.89,0.0,35.78
ORD_00100308,Fragrances,1,48.76,0.0,48.76
ORD_00103483,Personal Care,4,60.71,0.0,242.84
ORD_00100299,Headphones,1,129.69,0.0,129.69
ORD_00103710,Storage,1,558.26,0.0,558.26
ORD_00104296,Skincare,2,137.01,0.25,205.515
ORD_00102970,Womens Dresses,2,81.78,0.0,163.56
ORD_00101341,Educational,1,27.71,0.0,27.71
ORD_00101173,Smartphones,3,755.74,0.0,2267.22
ORD_00103655,Non-Fiction,7,35.38,0.28,178.3152
ORD_00103572,Smart Watches,6,1453.92,0.0,8723.52
ORD_00102552,Hair Care,1,24.93,0.0,24.93
ORD_00104662,Beauty Tools,1,141.92,0.46,76.6368
ORD_00104880,Fragrances,5,30.57,0.0,152.85
ORD_00101296,Kitchen Appliances,2,425.73,0.0,851.46
ORD_00104764,Fragrances,8,142.87,0.0,1142.96
ORD_00101706,Hair Care,1,60.46,0.0,60.46
ORD_00103409,Outdoor Gear,4,362.15,0.14,1245.796
ORD_00102817,Fitness Equipment,1,52.08,0.17,43.2264
ORD_00104624,Non-Fiction,1,24.0,0.4,14.4
ORD_00104013,Smartphones,4,493.88,0.12,1738.4576
ORD_00101280,Storage,3,571.53,0.0,1714.59
ORD_00101636,Hair Care,3,84.99,0.0,254.97
ORD_00100274,Furniture,2,622.41,0.0,1244.82
ORD_00101541,Gaming Consoles,1,1195.79,0.0,1195.79
ORD_00103616,Educational,1,36.28,0.0,36.28
ORD_00103609,Water Sports,6,458.32,0.0,2749.92
ORD_00102702,Children Books,1,54.57,0.17,45.2931
ORD_00102799,Smartphones,3,1444.88,0.0,4334.64
ORD_00102803,Makeup,4,134.72,0.0,538.88
ORD_00101859,Smart Watches,2,559.04,0.0,1118.08
ORD_00104843,Mens Shirts,1,99.94,0.07,92.9442
ORD_00102600,Accessories,1,295.14,0.0,295.14
ORD_00101637,Shoes,4,249.1,0.0,996.4
ORD_00104969,Bedding,4,604.39,0.0,2417.56
ORD_00104269,Educational,2,53.66,0.0,107.32
ORD_00104533,Comics,1,34.26,0.0,34.26
ORD_00100446,Makeup,4,65.61,0.0,262.44
ORD_00102078,Smartphones,2,1709.74,0.07,3180.1164
ORD_00101604,Non-Fiction,2,39.75,0.0,79.5
ORD_00104631,Team Sports,3,325.81,0.0,977.43
ORD_00100547,Winter Sports,1,108.85,0.0,108.85
ORD_00103543,Educational,3,40.17,0.0,120.51
ORD_00104556,Jeans,2,146.39,0.0,292.78
ORD_00104035,Fiction,2,29.57,0.0,59.14
ORD_00104075,Kitchen Appliances,2,662.57,0.0,1325.14
ORD_00102721,Children Books,1,57.57,0.0,57.57
ORD_00102612,Accessories,1,31.36,0.0,31.36
ORD_00101985,Fiction,7,36.3,0.11,226.149
ORD_00104325,Non-Fiction,1,29.46,0.0,29.46
ORD_00104991,Accessories,1,274.3,0.47,145.379
ORD_00100172,Gardening Tools,1,500.36,0.0,500.36
ORD_00104157,Children Books,1,23.53,0.16,19.7652
ORD_00101901,Sportswear,4,295.32,0.09,1074.9648
