Order_ID,Customer_ID,Order_Date
ORD_00104458,CUST_013526,2023-02-14
ORD_00104994,CUST_012958,2023-02-14
ORD_00101818,CUST_011259,2023-02-14
ORD_00103832,CUST_010332,2023-02-14
ORD_00103758,CUST_013922,2023-02-14
ORD_00100994,CUST_014316,2023-02-14
ORD_00101854,CUST_010695,2023-02-14
ORD_00103565,CUST_012315,2023-02-14
ORD_00103336,CUST_010906,2023-02-15
ORD_00101548,CUST_011128,2023-02-15
ORD_00101887,CUST_014627,2023-02-15
ORD_00103036,CUST_011976,2023-02-15
ORD_00103059,CUST_011461,2023-02-15
ORD_00104564,CUST_014494,2023-02-16
ORD_00103575,CUST_011201,2023-02-16
ORD_00102111,CUST_014654,2023-02-16
ORD_00100410,CUST_010599,2023-02-16
ORD_00101828,CUST_011835,2023-02-16
ORD_00101822,CUST_012373,2023-02-16
ORD_00104676,CUST_010798,2023-02-16
ORD_00102463,CUST_012649,2023-02-16
ORD_00104607,CUST_013721,2023-02-17
ORD_00104419,CUST_013264,2023-02-18
ORD_00103779,CUST_013004,2023-02-18
ORD_00100892,CUST_014652,2023-02-18
ORD_00101531,CUST_011840,2023-02-18
ORD_00102494,CUST_014302,2023-02-18
ORD_00101629,CUST_010039,2023-02-19
ORD_00102586,CUST_012570,2023-02-19
ORD_00103670,CUST_014081,2023-02-19
ORD_00103449,CUST_014361,2023-02-19
ORD_00101481,CUST_013456,2023-02-19
ORD_00101265,CUST_012917,2023-02-19
ORD_00103568,CUST_010539,2023-02-19
ORD_00102324,CUST_013563,2023-02-19
ORD_00103364,CUST_012349,2023-02-20
ORD_00101040,CUST_011701,2023-02-20
ORD_00102938,CUST_010542,2023-02-20
ORD_00104966,CUST_011886,2023-02-20
ORD_00100674,CUST_013167,2023-02-20
ORD_00103941,CUST_014194,2023-02-21
ORD_00100354,CUST_010399,2023-02-21
ORD_00100110,CUST_011489,2023-02-21
ORD_00102040,CUST_010006,2023-02-21
ORD_00101945,CUST_013223,2023-02-22
ORD_00103369,CUST_013828,2023-02-22
ORD_00102630,CUST_013377,2023-02-22
ORD_00100432,CUST_011561,2023-02-22
ORD_00102155,CUST_014324,2023-02-22
ORD_00104672,CUST_014113,2023-02-22
ORD_00102714,CUST_011016,2023-02-23
ORD_00101133,CUST_010951,2023-02-23
ORD_00102991,CUST_012205,2023-02-23
ORD_00104466,CUST_014056,2023-02-23
ORD_00103947,CUST_012798,2023-02-23
ORD_00100541,CUST_011356,2023-02-23
ORD_00104342,CUST_014751,2023-02-23
ORD_00102725,CUST_010199,2023-02-23
ORD_00103127,CUST_012915,2023-02-23
ORD_00104656,CUST_013088,2023-02-23
ORD_00100995,CUST_012223,2023-02-24
ORD_00103611,CUST_012548,2023-02-24
ORD_00103055,CUST_011108,2023-02-24
ORD_00103447,CUST_011349,2023-02-24
ORD_00101105,CUST_014497,2023-02-24
ORD_00104681,CUST_010273,2023-02-24
ORD_00102039,CUST_011012,2023-02-24
ORD_00101724,CUST_014755,2023-02-25
ORD_00100768,CUST_014524,2023-02-25
ORD_00100742,CUST_012977,2023-02-25
ORD_00100139,CUST_010373,2023-02-25
ORD_00101221,CUST_012271,2023-02-25
ORD_00101919,CUST_011508,2023-02-25
ORD_00104393,CUST_011240,2023-02-26
ORD_00103927,CUST_010546,2023-02-26
ORD_00102981,CUST_010874,2023-02-26
ORD_00104090,CUST_011795,2023-02-26
ORD_00100250,CUST_014910,2023-02-26
ORD_00104024,CUST_011392,2023-02-27
ORD_00103630,CUST_014105,2023-02-27
ORD_00104586,CUST_014696,2023-02-27
ORD_00100928,CUST_011197,2023-02-27
ORD_00103919,CUST_014882,2023-02-27
ORD_00101248,CUST_014191,2023-02-27
ORD_00104232,CUST_011097,2023-02-27
ORD_00101061,CUST_013392,2023-02-27
ORD_00104255,CUST_012253,2023-02-28
ORD_00104499,CUST_013187,2023-02-28
ORD_00100049,CUST_012570,2023-02-28
ORD_00102112,CUST_010628,2023-02-28
ORD_00103419,CUST_011480,2023-03-01
ORD_00100048,CUST_011784,2023-03-01
ORD_00104079,CUST_010783,2023-03-01
ORD_00102616,CUST_014610,2023-03-01
ORD_00100669,CUST_011645,2023-03-01
ORD_00103838,CUST_014402,2023-03-01
ORD_00104532,CUST_013958,2023-03-01
ORD_00100620,CUST_012651,2023-03-02
ORD_00103614,CUST_011274,2023-03-02
ORD_00101718,CUST_013086,2023-03-02
ORD_00104776,CUST_014912,2023-03-02
ORD_00100528,CUST_013372,2023-03-02
ORD_00104050,CUST_013108,2023-03-02
ORD_00101867,CUST_010903,2023-03-03
ORD_00102676,CUST_012820,2023-03-03
ORD_00101999,CUST_014052,2023-03-03
ORD_00102203,CUST_013351,2023-03-04
ORD_00102056,CUST_012715,2023-03-04
ORD_00103012,CUST_011300,2023-03-04
ORD_00102465,CUST_010320,2023-03-04
ORD_00101540,CUST_011045,2023-03-05
ORD_00100270,CUST_011236,2023-03-05
ORD_00102081,CUST_010528,2023-03-05
ORD_00103852,CUST_010018,2023-03-05
ORD_00100405,CUST_010920,2023-03-05
ORD_00101174,CUST_011807,2023-03-06
ORD_00100308,CUST_011105,2023-03-06
ORD_00103483,CUST_010134,2023-03-06
ORD_00100299,CUST_013745,2023-03-06
ORD_00103710,CUST_013164,2023-03-06
ORD_00104296,CUST_012181,2023-03-06
ORD_00102970,CUST_010708,2023-03-06
ORD_00101341,CUST_012442,2023-03-07
ORD_00101173,CUST_014842,2023-03-07
ORD_00103655,CUST_013132,2023-03-07
ORD_00103572,CUST_012329,2023-03-07
ORD_00102552,CUST_011212,2023-03-07
ORD_00104662,CUST_012813,2023-03-07
ORD_00104880,CUST_012595,2023-03-07
ORD_00101296,CUST_011383,2023-03-08
ORD_00104764,CUST_013986,2023-03-08
ORD_00101706,CUST_014921,2023-03-08
ORD_00103409,CUST_013967,2023-03-08
ORD_00102817,CUST_013419,2023-03-09
ORD_00104624,CUST_010178,2023-03-09
ORD_00104013,CUST_012290,2023-03-09
ORD_00101280,CUST_010355,2023-03-09
ORD_00101636,CUST_011804,2023-03-09
ORD_00100274,CUST_012742,2023-03-09
ORD_00101541,CUST_013538,2023-03-09
ORD_00103616,CUST_010899,2023-03-09
ORD_00103609,CUST_011770,2023-03-10
ORD_00102702,CUST_012180,2023-03-10
ORD_00102799,CUST_013460,2023-03-10
ORD_00102803,CUST_013915,2023-03-10
ORD_00101859,CUST_013920,2023-03-10
ORD_00104843,CUST_013425,2023-03-10
ORD_00102600,CUST_014003,2023-03-10
ORD_00101637,CUST_010360,2023-03-10
ORD_00104969,CUST_014260,2023-03-10
ORD_00104269,CUST_011517,2023-03-10
ORD_00104533,CUST_012377,2023-03-11
ORD_00100446,CUST_011896,2023-03-11
ORD_00102078,CUST_013308,2023-03-11
ORD_00101604,CUST_013918,2023-03-12
ORD_00104631,CUST_013055,2023-03-12
ORD_00100547,CUST_011171,2023-03-12
ORD_00103543,CUST_011501,2023-03-12
ORD_00104556,CUST_012278,2023-03-12
ORD_00104035,CUST_014483,2023-03-12
ORD_00104075,CUST_010099,2023-03-12
ORD_00102721,CUST_012815,2023-03-13
ORD_00102612,CUST_013609,2023-03-13
ORD_00101985,CUST_010134,2023-03-13
ORD_00104325,CUST_010502,2023-03-13
ORD_00104991,CUST_014684,2023-03-13
ORD_00100172,CUST_011119,2023-03-13
ORD_00104157,CUST_013018,2023-03-14
ORD_00101901,CUST_010731,2023-03-14
ORD_00100035,CUST_010059,2023-03-14
ORD_00103541,CUST_011747,2023-03-14
ORD_00101399,CUST_010455,2023-03-14
ORD_00103718,CUST_010123,2023-03-14
ORD_00100556,CUST_014866,2023-03-14
ORD_00104547,CUST_012928,2023-03-15
ORD_00103061,CUST_013624,2023-03-15
ORD_00103713,CUST_012193,2023-03-15
ORD_00103826,CUST_010959,2023-03-15
ORD_00102147,CUST_013408,2023-03-15
ORD_00104412,CUST_014984,2023-03-15
ORD_00103005,CUST_010382,2023-03-15
ORD_00101583,CUST_010972,2023-03-15
ORD_00103202,CUST_011428,2023-03-16
ORD_00100558,CUST_013859,2023-03-16
ORD_00103031,CUST_014383,2023-03-16
ORD_00100867,CUST_014577,2023-03-16
ORD_00104989,CUST_010241,2023-03-16
ORD_00101377,CUST_012100,2023-03-16
ORD_00100433,CUST_010324,2023-03-16
ORD_00103256,CUST_011902,2023-03-16
ORD_00100226,CUST_013634,2023-03-17
ORD_00100488,CUST_013089,2023-03-17
ORD_00100266,CUST_014157,2023-03-17
ORD_00102170,CUST_010371,2023-03-17
ORD_00101195,CUST_011808,2023-03-17
ORD_00103235,CUST_014727,2023-03-18
ORD_00101897,CUST_014972,2023-03-18
ORD_00102661,CUST_011991,2023-03-18
ORD_00100445,CUST_010278,2023-03-18
ORD_00100588,CUST_013231,2023-03-18
ORD_00102983,CUST_012981,2023-03-18
ORD_00104763,CUST_012555,2023-03-18
ORD_00104759,CUST_010393,2023-03-19
ORD_00104690,CUST_010380,2023-03-19
ORD_00103281,CUST_014794,2023-03-19
ORD_00100873,CUST_012802,2023-03-19
ORD_00102440,CUST_010550,2023-03-19
ORD_00104504,CUST_011670,2023-03-19
ORD_00104237,CUST_013657,2023-03-19
ORD_00104685,CUST_012581,2023-03-19
ORD_00103070,CUST_014279,2023-03-20
ORD_00102792,CUST_011269,2023-03-20
ORD_00101411,CUST_014514,2023-03-20
ORD_00101273,CUST_013773,2023-03-20
ORD_00103834,CUST_011417,2023-03-20
ORD_00101853,CUST_012928,2023-03-20
ORD_00103990,CUST_013377,2023-03-20
ORD_00100461,CUST_013263,2023-03-20
ORD_00102312,CUST_013262,2023-03-21
ORD_00102743,CUST_012036,2023-03-21
ORD_00104893,CUST_010008,2023-03-21
ORD_00100282,CUST_011270,2023-03-21
ORD_00102153,CUST_010643,2023-03-21
ORD_00102145,CUST_010895,2023-03-21
ORD_00100029,CUST_014648,2023-03-22
ORD_00102092,CUST_014663,2023-03-22
ORD_00102710,CUST_013453,2023-03-22
ORD_00100898,CUST_013662,2023-03-22
ORD_00100008,CUST_013101,2023-03-22
ORD_00101084,CUST_014371,2023-03-22
ORD_00103440,CUST_010850,2023-03-22
ORD_00103740,CUST_013616,2023-03-22
ORD_00104434,CUST_011822,2023-03-22
ORD_00102348,CUST_014681,2023-03-22
ORD_00104019,CUST_013058,2023-03-22
ORD_00102396,CUST_014406,2023-03-23
ORD_00101409,CUST_013583,2023-03-23
ORD_00101162,CUST_012786,2023-03-24
ORD_00100156,CUST_013587,2023-03-24
ORD_00104126,CUST_010406,2023-03-24
ORD_00102913,CUST_012451,2023-03-25
ORD_00103065,CUST_014800,2023-03-25
ORD_00100276,CUST_012731,2023-03-25
ORD_00102994,CUST_012029,2023-03-25
ORD_00102701,CUST_012635,2023-03-25
ORD_00103960,CUST_013702,2023-03-25
ORD_00102924,CUST_014775,2023-03-26
ORD_00101622,CUST_010559,2023-03-26
ORD_00104072,CUST_013651,2023-03-26
ORD_00104039,CUST_012211,2023-03-26
ORD_00102919,CUST_010825,2023-03-26
ORD_00102491,CUST_014533,2023-03-26
ORD_00100456,CUST_011404,2023-03-26
ORD_00100845,CUST_011905,2023-03-27
ORD_00103372,CUST_014471,2023-03-27
ORD_00103374,CUST_010918,2023-03-27
ORD_00102403,CUST_013621,2023-03-27
ORD_00101246,CUST_010185,2023-03-27
ORD_00100109,CUST_010223,2023-03-27
ORD_00104101,CUST_013456,2023-03-27
ORD_00103935,CUST_013452,2023-03-27
ORD_00103342,CUST_013797,2023-03-28
ORD_00101577,CUST_011101,2023-03-28
ORD_00104831,CUST_013992,2023-03-28
ORD_00101786,CUST_011619,2023-03-28
ORD_00101130,CUST_012809,2023-03-28
ORD_00101493,CUST_013640,2023-03-28
ORD_00102216,CUST_012212,2023-03-28
ORD_00100474,CUST_013177,2023-03-28
ORD_00100648,CUST_010793,2023-03-29
ORD_00104983,CUST_013253,2023-03-29
ORD_00102047,CUST_012499,2023-03-29
ORD_00100989,CUST_011278,2023-03-29
ORD_00102647,CUST_012784,2023-03-29
ORD_00101375,CUST_013754,2023-03-29
ORD_00102278,CUST_011496,2023-03-30
ORD_00103199,CUST_011305,2023-03-30
ORD_00101424,CUST_011564,2023-03-30
ORD_00101049,CUST_014334,2023-03-31
ORD_00101935,CUST_010813,2023-03-31
ORD_00101744,CUST_011321,2023-03-31
ORD_00100655,CUST_010549,2023-03-31
ORD_00102662,CUST_011942,2023-03-31
ORD_00103387,CUST_012119,2023-04-01
ORD_00104052,CUST_014567,2023-04-01
ORD_00101254,CUST_013079,2023-04-01
ORD_00103591,CUST_010956,2023-04-01
ORD_00101180,CUST_011470,2023-04-02
ORD_00103140,CUST_013738,2023-04-02
ORD_00103370,CUST_010866,2023-04-02
ORD_00101486,CUST_012665,2023-04-02
ORD_00100545,CUST_013139,2023-04-02
ORD_00102585,CUST_011541,2023-04-02
ORD_00103982,CUST_013525,2023-04-03
ORD_00100864,CUST_010563,2023-04-03
ORD_00101344,CUST_014067,2023-04-03
ORD_00104581,CUST_014339,2023-04-03
ORD_00102304,CUST_013577,2023-04-03
ORD_00104822,CUST_014916,2023-04-03
ORD_00101771,CUST_012562,2023-04-03
ORD_00104566,CUST_011911,2023-04-03
ORD_00101705,CUST_014031,2023-04-03
ORD_00101282,CUST_010240,2023-04-03
ORD_00103527,CUST_011970,2023-04-03
ORD_00103599,CUST_010939,2023-04-04
ORD_00100645,CUST_012171,2023-04-04
ORD_00101630,CUST_011639,2023-04-04
ORD_00103382,CUST_013304,2023-04-04
ORD_00103053,CUST_013809,2023-04-04
ORD_00100233,CUST_010550,2023-04-04
ORD_00100243,CUST_010252,2023-04-04
ORD_00100160,CUST_014029,2023-04-04
ORD_00103920,CUST_011515,2023-04-04
ORD_00101804,CUST_011636,2023-04-04
ORD_00104298,CUST_011429,2023-04-04
ORD_00103792,CUST_010135,2023-04-04
ORD_00102472,CUST_011825,2023-04-05
ORD_00103668,CUST_013659,2023-04-05
ORD_00100971,CUST_012461,2023-04-05
